Genes;samples;counts;condition
PEG10;DM1_42;3,00861645247852e+02;DM1
PEG10;Ctrl_B10;5,14382860003317e+01;Ctrl
PEG10;Ctrl_B6;8,60479236333316e+01;Ctrl
PEG10;DM1_56;1,71815079385239e+02;DM1
PEG10;Ctrl_B11;9,39547501025888e+01;Ctrl
PEG10;DM1_28;1,35664988046684e+02;DM1
PEG10;Ctrl_B5;7,15964988866612e+01;Ctrl
PEG10;DM1_55;2,33497177445255e+02;DM1
PEG10;Ctrl_B1;9,59003009826529e+01;Ctrl
PEG10;DM1_16;2,03951337671265e+02;DM1
PEG10;DM1_38;3,15606083379431e+02;DM1
PEG10;Ctrl_B9;1,28708733991907e+02;Ctrl
PEG10;Ctrl_B3;6,82674065197165e+01;Ctrl
PEG10;Ctrl_B4;6,54398064553391e+01;Ctrl
PEG10;Ctrl_B7;7,35928949139536e+01;Ctrl
PEG10;DM1_19;3,51710936699002e+02;DM1
PEG10;DM1_35;6,95560419872389e+02;DM1
PEG10;DM1_43;5,95012073907916e+02;DM1
PEG10;DM1_18;5,05179866822909e+02;DM1
PEG10;DM1_44;4,79970994528848e+02;DM1
PEG10;DM1_15;4,80504514103175e+02;DM1
PEG10;DM1_50;5,31289744005661e+02;DM1
PEG10;DM1_32;3,35717647413063e+02;DM1
PEG10;DM1_37;2,76520657642162e+02;DM1
PEG10;DM1_13;4,39061277207334e+02;DM1
PEG10;DM1_21;3,23616277609842e+02;DM1
PEG10;DM1_48;4,07336395349525e+02;DM1
PEG10;DM1_40;3,95341389700914e+02;DM1
PEG10;DM1_54;4,31498130236380e+02;DM1
PEG10;DM1_46;4,51843420729418e+02;DM1
PEG10;DM1_51;6,72982610029845e+02;DM1
PEG10;DM1_31;5,37315245206929e+02;DM1
PEG10;DM1_47;3,14014375840635e+02;DM1
PEG10;DM1_23;6,87823616995470e+02;DM1
PEG10;DM1_24;5,07226728611389e+02;DM1
PEG10;DM1_27;2,71121375448718e+02;DM1
WBSCR17;DM1_41;6,84800718880526e+02;DM1
WBSCR17;DM1_36;7,39048058689646e+02;DM1
WBSCR17;DM1_53;3,81018484201833e+02;DM1
WBSCR17;DM1_45;1,90882987035475e+02;DM1
WBSCR17;DM1_17;1,82461885180125e+02;DM1
WBSCR17;DM1_22;3,60233854856295e+02;DM1
WBSCR17;DM1_39;1,73914240828033e+02;DM1
WBSCR17;DM1_34;1,14007877568623e+02;DM1
WBSCR17;DM1_25;1,16597630104286e+02;DM1
WBSCR17;DM1_33;3,58222471280412e+01;DM1
WBSCR17;DM1_26;7,64952102817226e+02;DM1
WBSCR17;DM1_30;1,59632985180619e+02;DM1
WBSCR17;DM1_52;1,47557588265873e+02;DM1
WBSCR17;Ctrl_B2;1,87173344121237e+01;Ctrl
WBSCR17;Ctrl_B8;4,81050866971283e+00;Ctrl
WBSCR17;DM1_20;1,75507660352402e+01;DM1
WBSCR17;DM1_14;1,28932772855501e+02;DM1
WBSCR17;DM1_29;3,05720520590564e+01;DM1
WBSCR17;DM1_42;2,35156228469586e+01;DM1
WBSCR17;Ctrl_B10;2,80572469092718e+01;Ctrl
WBSCR17;Ctrl_B6;2,95789737489578e+01;Ctrl
WBSCR17;DM1_56;2,40541111139335e+01;DM1
WBSCR17;Ctrl_B11;1,95739062713727e+01;Ctrl
WBSCR17;DM1_28;4,58866871334371e+01;DM1
WBSCR17;Ctrl_B5;9,67520255225152e+00;Ctrl
WBSCR17;DM1_55;4,07693484428224e+01;DM1
WBSCR17;Ctrl_B1;1,22579332083090e+01;Ctrl
WBSCR17;DM1_16;5,66264890475513e+01;DM1
WBSCR17;DM1_38;9,35129135939055e+01;DM1
WBSCR17;Ctrl_B9;6,24615914960724e+01;Ctrl
WBSCR17;Ctrl_B3;4,93499324238914e+00;Ctrl
WBSCR17;Ctrl_B4;1,78472199423652e+01;Ctrl
WBSCR17;Ctrl_B7;1,26159248423920e+01;Ctrl
WBSCR17;DM1_19;1,45400052043163e+02;DM1
WBSCR17;DM1_35;3,73825423896174e+02;DM1
WBSCR17;DM1_43;1,77086926758308e+02;DM1
WBSCR17;DM1_18;3,12896872530452e+02;DM1
WBSCR17;DM1_44;5,45089866301183e+02;DM1
WBSCR17;DM1_15;5,85370320112662e+02;DM1
WBSCR17;DM1_50;4,74201417959992e+02;DM1
WBSCR17;DM1_32;1,01639287748909e+02;DM1
WBSCR17;DM1_37;2,13264298050818e+02;DM1
WBSCR17;DM1_13;2,82312297867893e+02;DM1
WBSCR17;DM1_21;3,57326306527534e+02;DM1
WBSCR17;DM1_48;1,82229440024788e+02;DM1
WBSCR17;DM1_40;6,68451625098165e+01;DM1
WBSCR17;DM1_54;1,37901464302348e+02;DM1
WBSCR17;DM1_46;1,76155739200455e+02;DM1
WBSCR17;DM1_51;2,48964664982139e+02;DM1
WBSCR17;DM1_31;2,86629573343662e+02;DM1
WBSCR17;DM1_47;7,77959559300954e+02;DM1
WBSCR17;DM1_23;7,30097914866225e+02;DM1
WBSCR17;DM1_24;1,28763399495431e+03;DM1
WBSCR17;DM1_27;1,49013275055784e+02;DM1
FAM184B;DM1_41;1,79707020948461e+02;DM1
FAM184B;DM1_36;2,05587790892712e+02;DM1
FAM184B;DM1_53;2,47720995920697e+02;DM1
FAM184B;DM1_45;2,97459321463615e+02;DM1
FAM184B;DM1_17;2,72913076124118e+02;DM1
FAM184B;DM1_22;3,32804881136272e+02;DM1
FAM184B;DM1_39;2,06764708539995e+02;DM1
FAM184B;DM1_34;1,41511723519030e+02;DM1
FAM184B;DM1_25;8,73356766032107e+01;DM1
FAM184B;DM1_33;2,41203130662144e+02;DM1
FAM184B;DM1_26;2,16094658647090e+02;DM1
FAM184B;DM1_30;9,94361890929551e+01;DM1
FAM184B;DM1_52;1,12772149206998e+02;DM1
FAM184B;Ctrl_B2;6,84150844029350e+01;Ctrl
FAM184B;Ctrl_B8;7,21576300456924e+01;Ctrl
FAM184B;DM1_20;8,99476759306061e+01;DM1
FAM184B;DM1_14;1,72393258087692e+02;DM1
FAM184B;DM1_29;6,76952581307678e+01;DM1
FAM184B;DM1_42;9,12959475234863e+01;DM1
FAM184B;Ctrl_B10;3,74096625456958e+01;Ctrl
FAM184B;Ctrl_B6;7,26029355656236e+01;Ctrl
FAM184B;DM1_56;2,92085634954906e+01;DM1
FAM184B;Ctrl_B11;9,00399688483142e+01;Ctrl
FAM184B;DM1_28;8,37930808523633e+01;DM1
FAM184B;Ctrl_B5;2,96706211602380e+01;Ctrl
FAM184B;DM1_55;1,07482827712895e+02;DM1
FAM184B;Ctrl_B1;2,23527017327988e+01;Ctrl
FAM184B;DM1_16;5,75862600483573e+01;DM1
FAM184B;DM1_38;9,74092849936516e+01;DM1
FAM184B;Ctrl_B9;4,54266119971436e+01;Ctrl
FAM184B;Ctrl_B3;4,93499324238914e+01;Ctrl
FAM184B;Ctrl_B4;7,35521791564142e+01;Ctrl
FAM184B;Ctrl_B7;3,57451203867775e+01;Ctrl
FAM184B;DM1_19;2,47573061587007e+02;DM1
FAM184B;DM1_35;1,44014712484591e+02;DM1
FAM184B;DM1_43;2,12504312109970e+02;DM1
FAM184B;DM1_18;1,73928708473631e+02;DM1
FAM184B;DM1_44;2,52616312909920e+02;DM1
FAM184B;DM1_15;3,44335482419213e+02;DM1
FAM184B;DM1_50;1,78631213755803e+02;DM1
FAM184B;DM1_32;8,62393956657410e+01;DM1
FAM184B;DM1_37;1,44585964780215e+02;DM1
FAM184B;DM1_13;5,17435766877055e+02;DM1
FAM184B;DM1_21;2,76422237125074e+02;DM1
FAM184B;DM1_48;1,59004119237315e+02;DM1
FAM184B;DM1_40;1,48969219307591e+02;DM1
FAM184B;DM1_54;1,05279612531900e+02;DM1
FAM184B;DM1_46;2,11702861460636e+02;DM1
FAM184B;DM1_51;1,16702186710378e+02;DM1
FAM184B;DM1_31;3,51144268308473e+02;DM1
FAM184B;DM1_47;2,73325189111990e+02;DM1
FAM184B;DM1_23;9,60873999963949e+02;DM1
FAM184B;DM1_24;7,46592151102157e+02;DM1
FAM184B;DM1_27;1,44874017415346e+02;DM1
B4GALNT3;DM1_41;2,62648722924674e+02;DM1
B4GALNT3;DM1_36;3,63650092462174e+02;DM1
B4GALNT3;DM1_53;3,96353593473115e+02;DM1
B4GALNT3;DM1_45;2,00427136387249e+02;DM1
B4GALNT3;DM1_17;2,15211454315019e+02;DM1
B4GALNT3;DM1_22;2,28574781000187e+02;DM1
B4GALNT3;DM1_39;2,03544074450587e+02;DM1
B4GALNT3;DM1_34;2,31564638485685e+02;DM1
B4GALNT3;DM1_25;2,45800409409036e+02;DM1
B4GALNT3;DM1_33;1,09854891192660e+02;DM1
B4GALNT3;DM1_26;5,49432164006963e+02;DM1
B4GALNT3;DM1_30;3,02321687018043e+02;DM1
B4GALNT3;DM1_52;2,25544298413995e+02;DM1
B4GALNT3;Ctrl_B2;3,48529675260235e+01;Ctrl
B4GALNT3;Ctrl_B8;2,40525433485641e+00;Ctrl
B4GALNT3;DM1_20;9,87230589482262e+01;DM1
B4GALNT3;DM1_14;1,75773518050196e+02;DM1
B4GALNT3;DM1_29;1,02634746198261e+02;DM1
B4GALNT3;DM1_42;1,38327193217403e+02;DM1
B4GALNT3;Ctrl_B10;1,54314858000995e+02;Ctrl
B4GALNT3;Ctrl_B6;5,91579474979155e+01;Ctrl
B4GALNT3;DM1_56;3,26448650831954e+01;DM1
B4GALNT3;Ctrl_B11;8,61251875940397e+01;Ctrl
B4GALNT3;DM1_28;4,38916137798094e+01;DM1
B4GALNT3;Ctrl_B5;3,54757426915889e+01;Ctrl
B4GALNT3;DM1_55;2,96504352311435e+01;DM1
B4GALNT3;Ctrl_B1;4,32632936763848e+00;Ctrl
B4GALNT3;DM1_16;1,42046108119281e+02;DM1
B4GALNT3;DM1_38;1,20787513392128e+02;DM1
B4GALNT3;Ctrl_B9;3,21771834979767e+01;Ctrl
B4GALNT3;Ctrl_B3;3,20774560755294e+01;Ctrl
B4GALNT3;Ctrl_B4;1,08164969347668e+01;Ctrl
B4GALNT3;Ctrl_B7;3,78477745271761e+01;Ctrl
B4GALNT3;DM1_19;2,00416287951387e+02;DM1
B4GALNT3;DM1_35;4,78006279736091e+02;DM1
B4GALNT3;DM1_43;1,83158478532879e+02;DM1
B4GALNT3;DM1_18;1,02696599224380e+02;DM1
B4GALNT3;DM1_44;1,97602093653982e+02;DM1
B4GALNT3;DM1_15;4,17898062754227e+02;DM1
B4GALNT3;DM1_50;2,83600071323646e+02;DM1
B4GALNT3;DM1_32;1,49378953206730e+02;DM1
B4GALNT3;DM1_37;2,29530219088592e+02;DM1
B4GALNT3;DM1_13;1,67417758037937e+02;DM1
B4GALNT3;DM1_21;1,29783611333114e+02;DM1
B4GALNT3;DM1_48;2,05454760812261e+02;DM1
B4GALNT3;DM1_40;1,14591707159685e+02;DM1
B4GALNT3;DM1_54;1,48281144411127e+02;DM1
B4GALNT3;DM1_46;1,84845035752944e+02;DM1
B4GALNT3;DM1_51;1,08922040929686e+02;DM1
B4GALNT3;DM1_31;3,44231979562244e+02;DM1
B4GALNT3;DM1_47;3,41877623274382e+02;DM1
B4GALNT3;DM1_23;2,94187531903856e+02;DM1
B4GALNT3;DM1_24;4,48335235776359e+02;DM1
B4GALNT3;DM1_27;1,84196964999511e+02;DM1
HPGD;DM1_41;2,75940662343938e+02;DM1
HPGD;DM1_36;2,44035377760960e+02;DM1
HPGD;DM1_53;4,25254376330529e+02;DM1
HPGD;DM1_45;6,04462792279004e+01;DM1
HPGD;DM1_17;3,61804763775974e+02;DM1
HPGD;DM1_22;2,41374968736198e+02;DM1
HPGD;DM1_39;3,12401506672578e+02;DM1
HPGD;DM1_34;8,91656941295453e+01;DM1
HPGD;DM1_25;1,32354066604866e+02;DM1
HPGD;DM1_33;1,24183790043876e+02;DM1
HPGD;DM1_26;1,12645088018164e+02;DM1
HPGD;DM1_30;3,09902024303156e+02;DM1
HPGD;DM1_52;2,50791794505114e+02;DM1
HPGD;Ctrl_B2;2,64624383067956e+01;Ctrl
HPGD;Ctrl_B8;1,20262716742821e+01;Ctrl
HPGD;DM1_20;6,58153726321508e+01;DM1
HPGD;DM1_14;2,51105025785995e+02;DM1
HPGD;DM1_29;4,36743600843663e+01;DM1
HPGD;DM1_42;4,63396097278302e+01;DM1
HPGD;Ctrl_B10;7,01431172731796e+01;Ctrl
HPGD;Ctrl_B6;5,10909546572907e+01;Ctrl
HPGD;DM1_56;6,87260317540956e+00;DM1
HPGD;Ctrl_B11;1,05699093865412e+02;Ctrl
HPGD;DM1_28;5,78571272552033e+01;DM1
HPGD;Ctrl_B5;7,22415123901446e+01;Ctrl
HPGD;DM1_55;4,44756528467153e+01;DM1
HPGD;Ctrl_B1;2,01895370489796e+01;Ctrl
HPGD;DM1_16;2,14508818680131e+02;DM1
HPGD;DM1_38;1,42217556090731e+02;DM1
HPGD;Ctrl_B9;4,54266119971436e+01;Ctrl
HPGD;Ctrl_B3;3,45449526967240e+01;Ctrl
HPGD;Ctrl_B4;4,92150610531889e+01;Ctrl
HPGD;Ctrl_B7;4,41557369483722e+01;Ctrl
HPGD;DM1_19;2,41678464882554e+02;DM1
HPGD;DM1_35;1,70059926444571e+02;DM1
HPGD;DM1_43;1,66967673800691e+02;DM1
HPGD;DM1_18;2,46034831333303e+02;DM1
HPGD;DM1_44;2,10513594091600e+02;DM1
HPGD;DM1_15;2,47295482828344e+02;DM1
HPGD;DM1_50;3,65549442582751e+02;DM1
HPGD;DM1_32;2,35618348872471e+02;DM1
HPGD;DM1_37;2,87364605000678e+02;DM1
HPGD;DM1_13;1,98603418848925e+02;DM1
HPGD;DM1_21;2,30913698086190e+02;DM1
HPGD;DM1_48;2,00095071399767e+02;DM1
HPGD;DM1_40;1,20321292517670e+02;DM1
HPGD;DM1_54;1,74971750405130e+02;DM1
HPGD;DM1_46;2,78847425729868e+02;DM1
HPGD;DM1_51;1,10867077374859e+02;DM1
HPGD;DM1_31;2,21654059129102e+02;DM1
HPGD;DM1_47;3,41877623274382e+02;DM1
HPGD;DM1_23;6,79853872314918e+02;DM1
HPGD;DM1_24;2,41645093181156e+02;DM1
HPGD;DM1_27;1,92475480280388e+02;DM1
CCDC8;DM1_41;2,40849942277079e+02;DM1
CCDC8;DM1_36;1,42576467969751e+02;DM1
CCDC8;DM1_53;1,24450309855398e+02;DM1
CCDC8;DM1_45;1,47934314952493e+02;DM1
CCDC8;DM1_17;1,34117283123852e+02;DM1
CCDC8;DM1_22;1,88345619544154e+02;DM1
CCDC8;DM1_39;1,44928534023361e+02;DM1
CCDC8;DM1_34;9,04965253852102e+01;DM1
CCDC8;DM1_25;1,03092113103790e+02;DM1
CCDC8;DM1_33;1,26571939852412e+02;DM1
CCDC8;DM1_26;2,20692417341709e+02;DM1
CCDC8;DM1_30;1,27082125073956e+02;DM1
CCDC8;DM1_52;9,53794296775602e+01;DM1
CCDC8;Ctrl_B2;6,13154058328191e+01;Ctrl
CCDC8;Ctrl_B8;4,56998323622719e+01;Ctrl
CCDC8;DM1_20;5,48461438601257e+01;DM1
CCDC8;DM1_14;8,16091333804482e+01;DM1
CCDC8;DM1_29;5,02255140970212e+01;DM1
CCDC8;DM1_42;5,94806930834835e+01;DM1
CCDC8;Ctrl_B10;4,20858703639078e+01;Ctrl
CCDC8;Ctrl_B6;2,42009785218745e+01;Ctrl
CCDC8;DM1_56;7,55986349295052e+01;DM1
CCDC8;Ctrl_B11;5,48069375598434e+01;Ctrl
CCDC8;DM1_28;2,19458068899047e+01;DM1
CCDC8;Ctrl_B5;2,83805941532711e+01;Ctrl
CCDC8;DM1_55;5,55945660583941e+01;DM1
CCDC8;Ctrl_B1;2,95632506788629e+01;Ctrl
CCDC8;DM1_16;6,23851150523870e+01;DM1
CCDC8;DM1_38;6,42901280958100e+01;DM1
CCDC8;Ctrl_B9;6,43543669959534e+01;Ctrl
CCDC8;Ctrl_B3;1,89174740958250e+01;Ctrl
CCDC8;Ctrl_B4;2,43371181032253e+01;Ctrl
CCDC8;Ctrl_B7;2,31291955443854e+01;Ctrl
CCDC8;DM1_19;1,90591960110632e+02;DM1
CCDC8;DM1_35;2,35938997049224e+02;DM1
CCDC8;DM1_43;1,81640590589236e+02;DM1
CCDC8;DM1_18;2,39042722449940e+02;DM1
CCDC8;DM1_44;2,55984530415386e+02;DM1
CCDC8;DM1_15;2,37904515126002e+02;DM1
CCDC8;DM1_50;2,87743578859219e+02;DM1
CCDC8;DM1_32;9,70193201239586e+01;DM1
CCDC8;DM1_37;1,35549341981452e+02;DM1
CCDC8;DM1_13;3,03239517622636e+02;DM1
CCDC8;DM1_21;2,02260173506152e+02;DM1
CCDC8;DM1_48;1,30419109037348e+02;DM1
CCDC8;DM1_40;1,41329772163612e+02;DM1
CCDC8;DM1_54;8,97100923687319e+01;DM1
CCDC8;DM1_46;1,89584652054301e+02;DM1
CCDC8;DM1_51;1,84778462291431e+02;DM1
CCDC8;DM1_31;1,48383798419066e+02;DM1
CCDC8;DM1_47;2,95438877551471e+02;DM1
CCDC8;DM1_23;4,41454553174927e+02;DM1
CCDC8;DM1_24;4,55174247847524e+02;DM1
CCDC8;DM1_27;1,69709563257976e+02;DM1
PNMAL1;DM1_41;2,61053690194362e+02;DM1
PNMAL1;DM1_36;1,66606209762406e+02;DM1
PNMAL1;DM1_53;2,23538708223676e+02;DM1
PNMAL1;DM1_45;1,14529792221285e+02;DM1
PNMAL1;DM1_17;2,99424632090461e+02;DM1
PNMAL1;DM1_22;2,12117396768174e+02;DM1
PNMAL1;DM1_39;1,80355509006849e+02;DM1
PNMAL1;DM1_34;1,27759800543826e+02;DM1
PNMAL1;DM1_25;7,92323664029128e+01;DM1
PNMAL1;DM1_33;7,64207938731546e+01;DM1
PNMAL1;DM1_26;2,28738495057292e+02;DM1
PNMAL1;DM1_30;9,31935583875678e+01;DM1
PNMAL1;DM1_52;1,00428928895784e+02;DM1
PNMAL1;Ctrl_B2;6,19608311573751e+01;Ctrl
PNMAL1;Ctrl_B8;7,93733930502616e+01;Ctrl
PNMAL1;DM1_20;5,26522981057206e+01;DM1
PNMAL1;DM1_14;4,82894280357682e+01;DM1
PNMAL1;DM1_29;6,11441041181128e+01;DM1
PNMAL1;DM1_42;1,07203574743488e+02;DM1
PNMAL1;Ctrl_B10;2,57191430001659e+01;Ctrl
PNMAL1;Ctrl_B6;3,22679713624994e+01;Ctrl
PNMAL1;DM1_56;8,07530873110624e+01;DM1
PNMAL1;Ctrl_B11;1,17443437628236e+01;Ctrl
PNMAL1;DM1_28;3,19211736580432e+01;DM1
PNMAL1;Ctrl_B5;2,25754726219202e+01;Ctrl
PNMAL1;DM1_55;1,22308045328467e+02;DM1
PNMAL1;Ctrl_B1;4,83106779386297e+01;Ctrl
PNMAL1;DM1_16;9,69368710814014e+01;DM1
PNMAL1;DM1_38;1,01305656393398e+02;DM1
PNMAL1;Ctrl_B9;4,54266119971436e+01;Ctrl
PNMAL1;Ctrl_B3;5,92199189086697e+01;Ctrl
PNMAL1;Ctrl_B4;1,08164969347668e+01;Ctrl
PNMAL1;Ctrl_B7;4,41557369483722e+01;Ctrl
PNMAL1;DM1_19;2,88835238518175e+02;DM1
PNMAL1;DM1_35;3,64632995439710e+02;DM1
PNMAL1;DM1_43;1,72027300279499e+02;DM1
PNMAL1;DM1_18;2,63952110346918e+02;DM1
PNMAL1;DM1_44;4,46850189058437e+02;DM1
PNMAL1;DM1_15;3,19292901879634e+02;DM1
PNMAL1;DM1_50;2,80377343240423e+02;DM1
PNMAL1;DM1_32;1,67858823706532e+02;DM1
PNMAL1;DM1_37;2,31337543648345e+02;DM1
PNMAL1;DM1_13;2,79850272014394e+02;DM1
PNMAL1;DM1_21;1,76977651817883e+02;DM1
PNMAL1;DM1_48;2,25106955324738e+02;DM1
PNMAL1;DM1_40;2,11994658245418e+02;DM1
PNMAL1;DM1_54;1,48281144411127e+02;DM1
PNMAL1;DM1_46;1,83265163652491e+02;DM1
PNMAL1;DM1_51;2,50909701427312e+02;DM1
PNMAL1;DM1_31;1,28107751430125e+02;DM1
PNMAL1;DM1_47;3,16225744684583e+02;DM1
PNMAL1;DM1_23;4,17198808494986e+02;DM1
PNMAL1;DM1_24;5,04567112805936e+02;DM1
PNMAL1;DM1_27;1,59361419156880e+02;DM1
FST;DM1_41;3,02524541182468e+02;DM1
FST;DM1_36;3,89281817041006e+02;DM1
FST;DM1_53;2,16460965483085e+02;DM1
FST;DM1_45;1,43162240276606e+02;DM1
FST;DM1_17;1,62188342382333e+02;DM1
FST;DM1_22;1,70059637064139e+02;DM1
FST;DM1_39;1,19163461308097e+02;DM1
FST;DM1_34;1,02474006686194e+02;DM1
FST;DM1_25;5,94242748021846e+01;DM1
FST;DM1_33;4,53748463621856e+01;DM1
FST;DM1_26;3,56901018669795e+02;DM1
FST;DM1_30;9,14099496146000e+01;DM1
FST;DM1_52;1,16138482019147e+02;DM1
FST;Ctrl_B2;1,16176558420078e+01;Ctrl
FST;Ctrl_B8;9,62101733942565e+00;Ctrl
FST;DM1_20;1,75507660352402e+01;DM1
FST;DM1_14;1,22172252930493e+02;DM1
FST;DM1_29;1,96534620379648e+01;DM1
FST;DM1_42;9,61373992860954e+01;DM1
FST;Ctrl_B10;7,01431172731796e+00;Ctrl
FST;Ctrl_B6;5,37799522708323e+00;Ctrl
FST;DM1_56;3,43630158770478e+00;DM1
FST;Ctrl_B11;5,87217188141180e+00;Ctrl
FST;DM1_28;5,98522006088310e+00;DM1
FST;Ctrl_B5;2,51555266358539e+01;Ctrl
FST;DM1_55;2,03846742214112e+01;DM1
FST;Ctrl_B1;5,04738426224489e+00;Ctrl
FST;DM1_16;5,61466035471483e+01;DM1
FST;DM1_38;9,15647278940325e+01;DM1
FST;Ctrl_B9;3,59627344977387e+01;Ctrl
FST;Ctrl_B3;1,48049797271674e+01;Ctrl
FST;Ctrl_B4;1,89288696358419e+01;Ctrl
FST;Ctrl_B7;1,68212331231894e+01;Ctrl
FST;DM1_19;1,59154111020219e+02;DM1
FST;DM1_35;1,80784426310445e+02;DM1
FST;DM1_43;1,59884196730358e+02;DM1
FST;DM1_18;1,90097960266406e+02;DM1
FST;DM1_44;1,97602093653982e+02;DM1
FST;DM1_15;2,97380643907502e+02;DM1
FST;DM1_50;2,43085775420268e+02;DM1
FST;DM1_32;6,92995143742561e+01;DM1
FST;DM1_37;1,22898070063183e+02;DM1
FST;DM1_13;2,15016924538919e+02;DM1
FST;DM1_21;1,71921147480229e+02;DM1
FST;DM1_48;1,14340040799867e+02;DM1
FST;DM1_40;8,97635039417535e+01;DM1
FST;DM1_54;3,78116918248374e+01;DM1
FST;DM1_46;1,35079064588690e+02;DM1
FST;DM1_51;8,94716764779562e+01;DM1
FST;DM1_31;1,52070352417055e+02;DM1
FST;DM1_47;3,03399805389684e+02;DM1
FST;DM1_23;4,22396468069259e+02;DM1
FST;DM1_24;3,85264346675617e+02;DM1
FST;DM1_27;7,03673798874535e+01;DM1
RPS6KA6;DM1_41;3,15816480601733e+02;DM1
RPS6KA6;DM1_36;4,63507019467206e+02;DM1
RPS6KA6;DM1_53;1,76353756619734e+02;DM1
RPS6KA6;DM1_45;4,29486720829819e+01;DM1
RPS6KA6;DM1_17;8,26536744833044e+01;DM1
RPS6KA6;DM1_22;1,82859824800150e+02;DM1
RPS6KA6;DM1_39;1,30113617212084e+02;DM1
RPS6KA6;DM1_34;1,14895098405733e+02;DM1
RPS6KA6;DM1_25;7,15792401026315e+01;DM1
RPS6KA6;DM1_33;7,88089436816907e+01;DM1
RPS6KA6;DM1_26;1,37358041001741e+02;DM1
RPS6KA6;DM1_30;1,29311636040166e+02;DM1
RPS6KA6;DM1_52;2,27227464820070e+02;DM1
RPS6KA6;Ctrl_B2;1,93627597366797e+01;Ctrl
RPS6KA6;Ctrl_B8;2,16472890137077e+01;Ctrl
RPS6KA6;DM1_20;4,38769150881005e+01;DM1
RPS6KA6;DM1_14;7,38828248947253e+01;DM1
RPS6KA6;DM1_29;3,93069240759297e+01;DM1
RPS6KA6;DM1_42;6,29388729139186e+01;DM1
RPS6KA6;Ctrl_B10;4,44239742730138e+01;Ctrl
RPS6KA6;Ctrl_B6;5,10909546572907e+01;Ctrl
RPS6KA6;DM1_56;3,43630158770478e+01;DM1
RPS6KA6;Ctrl_B11;3,91478125427453e+01;Ctrl
RPS6KA6;DM1_28;3,59113203652986e+01;DM1
RPS6KA6;Ctrl_B5;3,35407021811386e+01;Ctrl
RPS6KA6;DM1_55;1,48252176155718e+01;DM1
RPS6KA6;Ctrl_B1;9,37371362988337e+00;Ctrl
RPS6KA6;DM1_16;9,40575580789835e+01;DM1
RPS6KA6;DM1_38;6,42901280958100e+01;DM1
RPS6KA6;Ctrl_B9;4,16410609973816e+01;Ctrl
RPS6KA6;Ctrl_B3;3,86574470653816e+01;Ctrl
RPS6KA6;Ctrl_B4;2,59595926434403e+01;Ctrl
RPS6KA6;Ctrl_B7;1,47185789827907e+01;Ctrl
RPS6KA6;DM1_19;5,10865047719221e+01;DM1
RPS6KA6;DM1_35;1,40950569665770e+02;DM1
RPS6KA6;DM1_43;1,22948923435054e+02;DM1
RPS6KA6;DM1_18;1,40279184472451e+02;DM1
RPS6KA6;DM1_44;2,97525879649462e+02;DM1
RPS6KA6;DM1_15;2,09731612018975e+02;DM1
RPS6KA6;DM1_50;3,00634491192112e+02;DM1
RPS6KA6;DM1_32;1,67858823706532e+02;DM1
RPS6KA6;DM1_37;1,62659210377742e+02;DM1
RPS6KA6;DM1_13;6,64746980444749e+01;DM1
RPS6KA6;DM1_21;1,80348654709652e+02;DM1
RPS6KA6;DM1_48;1,05407225112377e+02;DM1
RPS6KA6;DM1_40;9,74029510857326e+01;DM1
RPS6KA6;DM1_54;1,20849132695069e+02;DM1
RPS6KA6;DM1_46;2,27501582465162e+02;DM1
RPS6KA6;DM1_51;1,69218170730048e+02;DM1
RPS6KA6;DM1_31;2,44695021616535e+02;DM1
RPS6KA6;DM1_47;2,52096048210088e+02;DM1
RPS6KA6;DM1_23;3,07008425520396e+02;DM1
RPS6KA6;DM1_24;4,25918473987541e+02;DM1
RPS6KA6;DM1_27;1,03481441010961e+02;DM1
GDF11;DM1_41;3,84934565581910e+02;DM1
GDF11;DM1_36;2,70735090863909e+02;DM1
GDF11;DM1_53;1,54530716502911e+02;DM1
GDF11;DM1_45;5,88555876692714e+01;DM1
GDF11;DM1_17;1,16962746910336e+02;DM1
GDF11;DM1_22;1,77374030056145e+02;DM1
GDF11;DM1_39;1,32690124483611e+02;DM1
GDF11;DM1_34;1,13564267150068e+02;DM1
GDF11;DM1_25;1,63866939606024e+02;DM1
GDF11;DM1_33;7,16444942560825e+01;DM1
GDF11;DM1_26;2,02301382563233e+02;DM1
GDF11;DM1_30;1,71672344398151e+02;DM1
GDF11;DM1_52;1,76732472637832e+02;DM1
GDF11;Ctrl_B2;3,16258409032435e+01;Ctrl
GDF11;Ctrl_B8;1,92420346788513e+01;Ctrl
GDF11;DM1_20;4,82646065969106e+01;DM1
GDF11;DM1_14;9,51301732304633e+01;DM1
GDF11;DM1_29;4,58580780885846e+01;DM1
GDF11;DM1_42;1,25877745827837e+02;DM1
GDF11;Ctrl_B10;3,03953508183778e+01;Ctrl
GDF11;Ctrl_B6;6,99139379520820e+01;Ctrl
GDF11;DM1_56;4,81082222278669e+01;DM1
GDF11;Ctrl_B11;6,65512813226670e+01;Ctrl
GDF11;DM1_28;3,39162470116709e+01;DM1
GDF11;Ctrl_B5;4,32159047333901e+01;Ctrl
GDF11;DM1_55;3,89161962408759e+01;DM1
GDF11;Ctrl_B1;3,02843055734694e+01;Ctrl
GDF11;DM1_16;1,19011604099938e+02;DM1
GDF11;DM1_38;1,07150213493017e+02;DM1
